order3,order4,order5,order6,order7
955.70044,785.58594,609.91357,403.48526,155.05330
955.70905,785.61182,609.98199,403.61844,155.27032
955.71759,785.63770,610.05042,403.75153,155.48723
955.72607,785.66357,610.11865,403.88452,155.70398
955.73462,785.68945,610.18689,404.01743,155.92062
955.74316,785.71521,610.25513,404.15027,156.13712
955.75171,785.74097,610.32324,404.28299,156.35349
955.76013,785.76672,610.39136,404.41562,156.56973
955.76868,785.79242,610.45935,404.54816,156.78583
955.77710,785.81812,610.52734,404.68060,157.00180
955.78558,785.84375,610.59521,404.81296,157.21765
955.79407,785.86932,610.66309,404.94522,157.43336
955.80249,785.89490,610.73083,405.07739,157.64894
955.81091,785.92047,610.79858,405.20947,157.86440
955.81934,785.94604,610.86627,405.34149,158.07971
955.82776,785.97150,610.93396,405.47336,158.29491
955.83618,785.99695,611.00146,405.60516,158.50996
955.84454,786.02234,611.06897,405.73688,158.72488
955.85291,786.04779,611.13641,405.86853,158.93968
955.86127,786.07312,611.20386,406.00006,159.15436
955.86963,786.09851,611.27118,406.13150,159.36890
955.87793,786.12378,611.33850,406.26285,159.58330
955.88629,786.14905,611.40570,406.39410,159.79756
955.89459,786.17432,611.47290,406.52527,160.01170
955.90295,786.19952,611.53998,406.65637,160.22572
955.91125,786.22473,611.60706,406.78735,160.43961
955.91949,786.24988,611.67407,406.91824,160.65335
955.92780,786.27502,611.74097,407.04901,160.86697
955.93604,786.30011,611.80786,407.17975,161.08047
955.94434,786.32520,611.87476,407.31036,161.29382
955.95251,786.35022,611.94153,407.44092,161.50706
955.96082,786.37524,612.00824,407.57135,161.72015
955.96899,786.40015,612.07495,407.70169,161.93314
955.97723,786.42511,612.14148,407.83197,162.14597
955.98541,786.45007,612.20801,407.96213,162.35867
955.99365,786.47491,612.27454,408.09222,162.57126
956.00183,786.49976,612.34100,408.22220,162.78371
956.00995,786.52454,612.40735,408.35208,162.99603
956.01813,786.54938,612.47375,408.48187,163.20822
956.02625,786.57416,612.54004,408.61160,163.42029
956.03442,786.59888,612.60620,408.74121,163.63222
956.04254,786.62360,612.67236,408.87076,163.84401
956.05066,786.64825,612.73846,409.00021,164.05568
956.05872,786.67285,612.80457,409.12958,164.26723
956.06689,786.69751,612.87054,409.25885,164.47864
956.07495,786.72205,612.93646,409.38800,164.68993
956.08301,786.74664,613.00232,409.51709,164.90106
956.09106,786.77112,613.06818,409.64606,165.11209
956.09912,786.79565,613.13391,409.77496,165.32300
956.10718,786.82007,613.19965,409.90381,165.53375
956.11523,786.84448,613.26532,410.03250,165.74438
956.12323,786.86890,613.33093,410.16113,165.95490
956.13123,786.89331,613.39648,410.28967,166.16527
956.13922,786.91760,613.46198,410.41812,166.37552
956.14722,786.94196,613.52740,410.54648,166.58563
956.15521,786.96619,613.59277,410.67474,166.79562
956.16321,786.99048,613.65808,410.80292,167.00549
956.17114,787.01471,613.72339,410.93103,167.21523
956.17908,787.03888,613.78857,411.05902,167.42484
956.18701,787.06305,613.85376,411.18695,167.63431
956.19495,787.08716,613.91888,411.31476,167.84366
956.20282,787.11127,613.98389,411.44250,168.05287
956.21069,787.13538,614.04889,411.57013,168.26195
956.21863,787.15936,614.11383,411.69769,168.47092
956.22656,787.18335,614.17871,411.82513,168.67975
956.23438,787.20740,614.24353,411.95251,168.88846
956.24225,787.23132,614.30835,412.07980,169.09702
956.25012,787.25525,614.37305,412.20697,169.30547
956.25793,787.27917,614.43774,412.33411,169.51379
956.26575,787.30298,614.50232,412.46112,169.72197
956.27356,787.32684,614.56689,412.58801,169.93002
956.28143,787.35059,614.63135,412.71484,170.13797
956.28918,787.37439,614.69580,412.84161,170.34576
956.29700,787.39813,614.76013,412.96826,170.55344
956.30475,787.42188,614.82452,413.09482,170.76099
956.31250,787.44556,614.88879,413.22131,170.96841
956.32031,787.46918,614.95300,413.34769,171.17570
956.32806,787.49280,615.01715,413.47400,171.38287
956.33582,787.51642,615.08130,413.60022,171.58990
956.34351,787.53998,615.14532,413.72632,171.79681
956.35120,787.56348,615.20935,413.85236,172.00359
956.35895,787.58704,615.27325,413.97830,172.21024
956.36658,787.61047,615.33716,414.10413,172.41676
956.37427,787.63391,615.40100,414.22992,172.62317
956.38196,787.65735,615.46472,414.35559,172.82944
956.38965,787.68073,615.52844,414.48117,173.03557
956.39734,787.70410,615.59216,414.60669,173.24158
956.40491,787.72742,615.65576,414.73206,173.44746
956.41260,787.75073,615.71930,414.85739,173.65323
956.42017,787.77399,615.78284,414.98260,173.85886
956.42780,787.79724,615.84631,415.10776,174.06436
956.43542,787.82043,615.90967,415.23279,174.26974
956.44299,787.84363,615.97302,415.35779,174.47499
956.45056,787.86670,616.03632,415.48267,174.68011
956.45813,787.88983,616.09949,415.60742,174.88510
956.46570,787.91296,616.16272,415.73212,175.08998
956.47327,787.93604,616.22583,415.85675,175.29471
956.48083,787.95898,616.28888,415.98126,175.49933
956.48828,787.98206,616.35187,416.10571,175.70383
956.49585,788.00500,616.41479,416.23004,175.90817
956.50336,788.02795,616.47778,416.35431,176.11241
956.51086,788.05090,616.54059,416.47845,176.31651
956.51831,788.07373,616.60339,416.60254,176.52049
956.52582,788.09656,616.66614,416.72653,176.72435
956.53326,788.11938,616.72876,416.85043,176.92807
956.54077,788.14221,616.79144,416.97424,177.13167
956.54822,788.16498,616.85400,417.09796,177.33514
956.55566,788.18774,616.91650,417.22162,177.53850
956.56305,788.21045,616.97900,417.34515,177.74171
956.57043,788.23309,617.04138,417.46863,177.94481
956.57788,788.25574,617.10376,417.59198,178.14777
956.58527,788.27838,617.16608,417.71527,178.35062
956.59265,788.30096,617.22827,417.83847,178.55333
956.60004,788.32349,617.29053,417.96158,178.75592
956.60742,788.34607,617.35266,418.08459,178.95837
956.61475,788.36853,617.41473,418.20752,179.16072
956.62207,788.39099,617.47675,418.33038,179.36292
956.62939,788.41345,617.53870,418.45312,179.56500
956.63672,788.43591,617.60065,418.57581,179.76697
956.64404,788.45825,617.66254,418.69836,179.96880
956.65137,788.48059,617.72437,418.82086,180.17050
956.65869,788.50293,617.78613,418.94330,180.37207
956.66595,788.52527,617.84778,419.06561,180.57353
956.67322,788.54749,617.90948,419.18784,180.77487
956.68048,788.56970,617.97107,419.30997,180.97606
956.68774,788.59192,618.03259,419.43201,181.17714
956.69501,788.61414,618.09412,419.55399,181.37810
956.70227,788.63629,618.15552,419.67587,181.57892
956.70947,788.65845,618.21692,419.79767,181.77962
956.71667,788.68054,618.27820,419.91937,181.98019
956.72388,788.70258,618.33948,420.04099,182.18065
956.73108,788.72461,618.40076,420.16254,182.38097
956.73822,788.74658,618.46191,420.28397,182.58116
956.74542,788.76855,618.52301,420.40533,182.78123
956.75256,788.79053,618.58405,420.52658,182.98119
956.75977,788.81250,618.64502,420.64777,183.18100
956.76685,788.83435,618.70605,420.76886,183.38071
956.77405,788.85620,618.76691,420.88986,183.58028
956.78113,788.87805,618.82776,421.01080,183.77972
956.78821,788.89984,618.88855,421.13162,183.97903
956.79541,788.92163,618.94928,421.25238,184.17825
956.80249,788.94336,619.00995,421.37302,184.37732
956.80951,788.96509,619.07056,421.49359,184.57626
956.81659,788.98682,619.13116,421.61407,184.77509
956.82367,789.00842,619.19165,421.73447,184.97379
956.83069,789.03003,619.25214,421.85480,185.17236
956.83777,789.05164,619.31250,421.97501,185.37080
956.84479,789.07324,619.37292,422.09515,185.56912
956.85181,789.09479,619.43323,422.21521,185.76733
956.85883,789.11627,619.49353,422.33514,185.96541
956.86584,789.13776,619.55365,422.45505,186.16336
956.87280,789.15918,619.61383,422.57483,186.36118
956.87982,789.18066,619.67395,422.69452,186.55888
956.88678,789.20203,619.73395,422.81415,186.75645
956.89380,789.22345,619.79395,422.93365,186.95390
956.90076,789.24475,619.85388,423.05313,187.15125
956.90765,789.26611,619.91376,423.17249,187.34845
956.91455,789.28735,619.97357,423.29175,187.54553
956.92151,789.30859,620.03333,423.41095,187.74248
956.92841,789.32983,620.09308,423.53003,187.93932
956.93530,789.35107,620.15271,423.64905,188.13602
956.94226,789.37219,620.21234,423.76797,188.33261
956.94910,789.39331,620.27191,423.88681,188.52905
956.95605,789.41449,620.33142,424.00555,188.72540
956.96289,789.43555,620.39087,424.12424,188.92160
956.96973,789.45667,620.45026,424.24283,189.11771
956.97656,789.47766,620.50964,424.36133,189.31366
956.98340,789.49866,620.56891,424.47974,189.50951
956.99023,789.51965,620.62817,424.59805,189.70523
956.99707,789.54053,620.68732,424.71628,189.90082
957.00391,789.56146,620.74646,424.83441,190.09628
957.01062,789.58234,620.80554,424.95251,190.29163
957.01746,789.60321,620.86450,425.07050,190.48686
957.02423,789.62402,620.92352,425.18835,190.68196
957.03101,789.64484,620.98242,425.30618,190.87694
957.03772,789.66559,621.04132,425.42389,191.07179
957.04449,789.68628,621.10016,425.54153,191.26651
957.05127,789.70703,621.15894,425.65909,191.46114
957.05798,789.72778,621.21765,425.77655,191.65561
957.06470,789.74841,621.27625,425.89392,191.84998
957.07141,789.76904,621.33484,426.01123,192.04422
957.07812,789.78961,621.39343,426.12842,192.23833
957.08484,789.81018,621.45190,426.24554,192.43231
957.09149,789.83069,621.51038,426.36258,192.62619
957.09814,789.85120,621.56873,426.47955,192.81993
957.10480,789.87170,621.62708,426.59637,193.01355
957.11145,789.89221,621.68542,426.71320,193.20706
957.11810,789.91260,621.74365,426.82990,193.40044
957.12476,789.93298,621.80182,426.94647,193.59369
957.13135,789.95337,621.85992,427.06299,193.78683
957.13794,789.97375,621.91797,427.17944,193.97983
957.14453,789.99402,621.97601,427.29578,194.17273
957.15118,790.01428,622.03400,427.41205,194.36548
957.15771,790.03455,622.09192,427.52826,194.55814
957.16431,790.05481,622.14978,427.64435,194.75064
957.17090,790.07501,622.20758,427.76038,194.94305
957.17749,790.09521,622.26538,427.87628,195.13531
957.18396,790.11536,622.32312,427.99213,195.32748
957.19055,790.13550,622.38074,428.10791,195.51950
957.19702,790.15552,622.43835,428.22357,195.71143
957.20361,790.17560,622.49585,428.33917,195.90320
957.21008,790.19562,622.55341,428.45465,196.09488
957.21655,790.21564,622.61084,428.57007,196.28641
957.22308,790.23560,622.66821,428.68539,196.47784
957.22955,790.25555,622.72559,428.80066,196.66913
957.23602,790.27551,622.78284,428.91583,196.86032
957.24243,790.29541,622.84009,429.03088,197.05136
957.24890,790.31525,622.89728,429.14587,197.24231
957.25537,790.33508,622.95441,429.26080,197.43312
957.26184,790.35486,623.01147,429.37561,197.62381
957.26819,790.37463,623.06848,429.49036,197.81436
957.27466,790.39441,623.12549,429.60501,198.00482
957.28107,790.41412,623.18243,429.71960,198.19514
957.28748,790.43384,623.23926,429.83408,198.38535
957.29382,790.45349,623.29614,429.94849,198.57544
957.30017,790.47314,623.35291,430.06281,198.76540
957.30658,790.49280,623.40961,430.17703,198.95523
957.31293,790.51233,623.46631,430.29120,199.14496
957.31927,790.53192,623.52289,430.40524,199.33455
957.32562,790.55139,623.57947,430.51923,199.52405
957.33191,790.57092,623.63599,430.63312,199.71339
957.33826,790.59039,623.69238,430.74695,199.90262
957.34460,790.60986,623.74878,430.86066,200.09174
957.35083,790.62927,623.80518,430.97430,200.28073
957.35718,790.64868,623.86145,431.08786,200.46960
957.36340,790.66803,623.91772,431.20135,200.65836
957.36975,790.68738,623.97388,431.31473,200.84698
957.37598,790.70667,624.03003,431.42804,201.03549
957.38220,790.72595,624.08618,431.54126,201.22388
957.38849,790.74518,624.14221,431.65442,201.41214
957.39471,790.76440,624.19818,431.76746,201.60028
957.40088,790.78357,624.25415,431.88043,201.78833
957.40710,790.80273,624.31000,431.99332,201.97623
957.41333,790.82190,624.36584,432.10614,202.16400
957.41956,790.84100,624.42163,432.21884,202.35165
957.42578,790.86011,624.47736,432.33148,202.53922
957.43195,790.87915,624.53302,432.44403,202.72665
957.43811,790.89819,624.58868,432.55652,202.91394
957.44427,790.91718,624.64429,432.66888,203.10114
957.45044,790.93616,624.69977,432.78119,203.28819
957.45654,790.95508,624.75525,432.89343,203.47513
957.46265,790.97400,624.81067,433.00555,203.66196
957.46881,790.99292,624.86609,433.11761,203.84866
957.47491,791.01172,624.92139,433.22958,204.03525
957.48102,791.03064,624.97662,433.34143,204.22171
957.48712,791.04944,625.03186,433.45325,204.40805
957.49316,791.06818,625.08704,433.56500,204.59427
957.49927,791.08691,625.14209,433.67661,204.78036
957.50537,791.10565,625.19720,433.78815,204.96635
957.51141,791.12439,625.25220,433.89963,205.15222
957.51746,791.14307,625.30713,434.01105,205.33795
957.52350,791.16162,625.36206,434.12231,205.52359
957.52954,791.18030,625.41693,434.23352,205.70911
957.53552,791.19885,625.47174,434.34467,205.89447
957.54156,791.21741,625.52649,434.45575,206.07974
957.54761,791.23596,625.58118,434.56671,206.26489
957.55359,791.25446,625.63586,434.67758,206.44992
957.55957,791.27295,625.69043,434.78839,206.63483
957.56555,791.29138,625.74500,434.89911,206.81961
957.57153,791.30981,625.79950,435.00977,207.00429
957.57745,791.32819,625.85394,435.12030,207.18884
957.58337,791.34656,625.90833,435.23077,207.37326
957.58936,791.36493,625.96265,435.34119,207.55757
957.59528,791.38324,626.01697,435.45148,207.74176
957.60120,791.40149,626.07123,435.56171,207.92584
957.60712,791.41980,626.12543,435.67188,208.10980
957.61304,791.43799,626.17957,435.78192,208.29364
957.61890,791.45618,626.23364,435.89191,208.47734
957.62482,791.47437,626.28772,436.00180,208.66095
957.63068,791.49255,626.34167,436.11160,208.84442
957.63660,791.51062,626.39563,436.22131,209.02779
957.64240,791.52875,626.44952,436.33099,209.21103
957.64825,791.54681,626.50342,436.44055,209.39413
957.65411,791.56482,626.55713,436.55005,209.57715
957.65991,791.58282,626.61090,436.65942,209.76004
957.66577,791.60083,626.66455,436.76874,209.94281
957.67151,791.61877,626.71820,436.87799,210.12546
957.67737,791.63672,626.77173,436.98712,210.30798
957.68317,791.65466,626.82532,437.09619,210.49040
957.68896,791.67249,626.87878,437.20520,210.67268
957.69470,791.69031,626.93225,437.31409,210.85486
957.70050,791.70813,626.98560,437.42291,211.03693
957.70624,791.72595,627.03894,437.53168,211.21887
957.71204,791.74377,627.09222,437.64032,211.40068
957.71777,791.76147,627.14545,437.74890,211.58240
957.72351,791.77917,627.19861,437.85742,211.76396
957.72919,791.79688,627.25177,437.96582,211.94543
957.73492,791.81451,627.30481,438.07416,212.12679
957.74060,791.83215,627.35791,438.18243,212.30801
957.74634,791.84973,627.41083,438.29059,212.48914
957.75201,791.86731,627.46375,438.39868,212.67012
957.75769,791.88489,627.51666,438.50668,212.85101
957.76331,791.90247,627.56946,438.61462,213.03177
957.76904,791.91992,627.62225,438.72247,213.21240
957.77466,791.93738,627.67499,438.83020,213.39293
957.78027,791.95483,627.72766,438.93790,213.57333
957.78595,791.97223,627.78027,439.04547,213.75363
957.79156,791.98962,627.83289,439.15302,213.93381
957.79724,792.00696,627.88538,439.26044,214.11386
957.80280,792.02429,627.93787,439.36780,214.29379
957.80841,792.04163,627.99030,439.47507,214.47362
957.81396,792.05890,628.04266,439.58228,214.65332
957.81958,792.07617,628.09497,439.68939,214.83290
957.82520,792.09338,628.14722,439.79639,215.01236
957.83069,792.11060,628.19946,439.90332,215.19171
957.83630,792.12781,628.25165,440.01019,215.37096
957.84180,792.14490,628.30377,440.11700,215.55008
957.84735,792.16205,628.35583,440.22369,215.72908
957.85291,792.17914,628.40784,440.33032,215.90796
957.85840,792.19617,628.45984,440.43686,216.08673
957.86395,792.21326,628.51178,440.54333,216.26538
957.86938,792.23022,628.56366,440.64972,216.44391
957.87494,792.24719,628.61548,440.75598,216.62231
957.88037,792.26416,628.66724,440.86221,216.80063
957.88586,792.28113,628.71899,440.96835,216.97881
957.89136,792.29803,628.77063,441.07440,217.15688
957.89685,792.31494,628.82227,441.18039,217.33484
957.90228,792.33179,628.87384,441.28625,217.51266
957.90771,792.34863,628.92535,441.39209,217.69037
957.91315,792.36536,628.97687,441.49783,217.86798
957.91858,792.38220,629.02832,441.60345,218.04547
957.92395,792.39893,629.07965,441.70905,218.22282
957.92938,792.41565,629.13098,441.81454,218.40009
957.93481,792.43237,629.18225,441.91995,218.57721
957.94019,792.44897,629.23352,442.02527,218.75424
957.94556,792.46564,629.28467,442.13055,218.93114
957.95093,792.48230,629.33582,442.23572,219.10793
957.95630,792.49884,629.38684,442.34079,219.28461
957.96167,792.51538,629.43787,442.44580,219.46115
957.96704,792.53198,629.48889,442.55072,219.63760
957.97235,792.54846,629.53979,442.65558,219.81390
957.97766,792.56494,629.59070,442.76031,219.99013
957.98303,792.58142,629.64154,442.86502,220.16623
957.98828,792.59778,629.69232,442.96964,220.34219
957.99365,792.61420,629.74304,443.07416,220.51805
957.99890,792.63062,629.79370,443.17859,220.69380
958.00415,792.64691,629.84436,443.28296,220.86943
958.00952,792.66321,629.89490,443.38724,221.04495
958.01477,792.67957,629.94543,443.49146,221.22034
958.02002,792.69580,629.99597,443.59558,221.39563
958.02527,792.71204,630.04639,443.69962,221.57080
958.03052,792.72827,630.09680,443.80359,221.74585
958.03577,792.74451,630.14709,443.90747,221.92078
958.04095,792.76062,630.19739,444.01129,222.09561
958.04614,792.77673,630.24768,444.11499,222.27031
958.05139,792.79285,630.29785,444.21863,222.44490
958.05664,792.80896,630.34796,444.32220,222.61938
958.06177,792.82501,630.39807,444.42572,222.79373
958.06696,792.84106,630.44812,444.52911,222.96799
958.07214,792.85706,630.49811,444.63245,223.14212
958.07733,792.87305,630.54803,444.73569,223.31613
958.08252,792.88898,630.59790,444.83887,223.49004
958.08765,792.90491,630.64783,444.94196,223.66383
958.09277,792.92084,630.69763,445.04495,223.83749
958.09790,792.93665,630.74731,445.14789,224.01105
958.10303,792.95251,630.79700,445.25073,224.18451
958.10815,792.96838,630.84668,445.35352,224.35782
958.11328,792.98413,630.89624,445.45618,224.53104
958.11841,792.99994,630.94580,445.55881,224.70415
958.12341,793.01569,630.99536,445.66132,224.87714
958.12854,793.03137,631.04480,445.76379,225.05000
958.13361,793.04712,631.09424,445.86615,225.22275
958.13867,793.06274,631.14355,445.96844,225.39539
958.14374,793.07837,631.19287,446.07068,225.56792
958.14880,793.09399,631.24213,446.17279,225.74034
958.15381,793.10962,631.29138,446.27484,225.91264
958.15887,793.12512,631.34045,446.37683,226.08482
958.16388,793.14069,631.38965,446.47876,226.25688
958.16895,793.15619,631.43872,446.58057,226.42883
958.17395,793.17169,631.48767,446.68231,226.60069
958.17896,793.18713,631.53668,446.78397,226.77242
958.18390,793.20258,631.58557,446.88556,226.94403
958.18890,793.21802,631.63446,446.98706,227.11554
958.19385,793.23334,631.68329,447.08847,227.28693
958.19885,793.24866,631.73206,447.18982,227.45819
958.20380,793.26404,631.78076,447.29108,227.62935
958.20874,793.27930,631.82947,447.39227,227.80038
958.21368,793.29462,631.87805,447.49338,227.97134
958.21863,793.30981,631.92664,447.59442,228.14215
958.22351,793.32507,631.97522,447.69537,228.31285
958.22852,793.34027,632.02368,447.79626,228.48346
958.23340,793.35547,632.07214,447.89703,228.65393
958.23828,793.37061,632.12048,447.99774,228.82430
958.24316,793.38574,632.16882,448.09839,228.99454
958.24805,793.40082,632.21716,448.19897,229.16467
958.25293,793.41589,632.26538,448.29944,229.33472
958.25781,793.43091,632.31360,448.39984,229.50464
958.26270,793.44592,632.36169,448.50018,229.67442
958.26752,793.46094,632.40979,448.60040,229.84410
958.27234,793.47589,632.45789,448.70056,230.01367
958.27722,793.49084,632.50586,448.80066,230.18314
958.28198,793.50574,632.55383,448.90070,230.35248
958.28687,793.52063,632.60168,449.00061,230.52171
958.29163,793.53552,632.64960,449.10046,230.69084
958.29651,793.55029,632.69739,449.20026,230.85986
958.30127,793.56512,632.74512,449.29996,231.02875
958.30603,793.57996,632.79285,449.39957,231.19754
958.31085,793.59473,632.84052,449.49911,231.36621
958.31561,793.60944,632.88812,449.59857,231.53476
958.32037,793.62415,632.93567,449.69797,231.70319
958.32507,793.63879,632.98322,449.79727,231.87154
958.32983,793.65344,633.03070,449.89651,232.03975
958.33459,793.66809,633.07812,449.99567,232.20787
958.33936,793.68274,633.12549,450.09473,232.37585
958.34399,793.69727,633.17285,450.19373,232.54373
958.34875,793.71185,633.22009,450.29266,232.71152
958.35352,793.72638,633.26733,450.39148,232.87917
958.35815,793.74084,633.31451,450.49026,233.04672
958.36285,793.75537,633.36169,450.58896,233.21414
958.36755,793.76978,633.40875,450.68756,233.38147
958.37219,793.78424,633.45581,450.78610,233.54868
958.37689,793.79865,633.50281,450.88455,233.71579
958.38153,793.81299,633.54968,450.98291,233.88275
958.38623,793.82739,633.59668,451.08124,234.04964
958.39087,793.84167,633.64343,451.17944,234.21640
958.39545,793.85596,633.69031,451.27759,234.38306
958.40009,793.87024,633.73706,451.37567,234.54959
958.40472,793.88452,633.78375,451.47366,234.71603
958.40930,793.89874,633.83044,451.57159,234.88234
958.41394,793.91296,633.87701,451.66943,235.04854
958.41852,793.92712,633.92358,451.76718,235.21463
958.42310,793.94128,633.97009,451.86487,235.38062
958.42767,793.95538,634.01660,451.96246,235.54648
958.43225,793.96948,634.06299,452.06000,235.71225
958.43677,793.98352,634.10938,452.15744,235.87790
958.44141,793.99756,634.15570,452.25482,236.04343
958.44592,794.01160,634.20203,452.35211,236.20883
958.45044,794.02563,634.24823,452.44934,236.37415
958.45496,794.03955,634.29443,452.54648,236.53937
958.45947,794.05353,634.34058,452.64355,236.70447
958.46399,794.06744,634.38666,452.74054,236.86943
958.46851,794.08136,634.43268,452.83746,237.03430
958.47302,794.09521,634.47870,452.93427,237.19907
958.47754,794.10901,634.52466,453.03104,237.36371
958.48199,794.12286,634.57056,453.12772,237.52824
958.48645,794.13666,634.61639,453.22430,237.69266
958.49097,794.15045,634.66223,453.32086,237.85696
958.49536,794.16418,634.70795,453.41730,238.02118
958.49988,794.17786,634.75366,453.51367,238.18527
958.50427,794.19159,634.79932,453.60999,238.34924
958.50873,794.20526,634.84497,453.70621,238.51312
958.51318,794.21887,634.89050,453.80237,238.67690
958.51758,794.23254,634.93604,453.89844,238.84055
958.52197,794.24609,634.98157,453.99445,239.00409
958.52637,794.25964,635.02698,454.09033,239.16751
958.53076,794.27319,635.07239,454.18619,239.33083
958.53516,794.28674,635.11768,454.28192,239.49405
958.53955,794.30023,635.16296,454.37762,239.65714
958.54395,794.31372,635.20825,454.47327,239.82013
958.54834,794.32715,635.25342,454.56879,239.98300
958.55273,794.34058,635.29858,454.66425,240.14578
958.55701,794.35400,635.34369,454.75964,240.30844
958.56140,794.36731,635.38873,454.85492,240.47098
958.56573,794.38068,635.43378,454.95016,240.63342
958.57007,794.39398,635.47876,455.04532,240.79575
958.57434,794.40729,635.52368,455.14041,240.95798
958.57867,794.42053,635.56848,455.23541,241.12007
958.58301,794.43384,635.61334,455.33032,241.28207
958.58728,794.44702,635.65808,455.42520,241.44397
958.59155,794.46021,635.70288,455.51996,241.60574
958.59583,794.47339,635.74756,455.61469,241.76743
958.60010,794.48651,635.79218,455.70929,241.92899
958.60437,794.49963,635.83679,455.80383,242.09042
958.60864,794.51270,635.88135,455.89832,242.25175
958.61292,794.52582,635.92578,455.99274,242.41299
958.61719,794.53882,635.97028,456.08704,242.57411
958.62140,794.55188,636.01465,456.18127,242.73514
958.62561,794.56482,636.05902,456.27545,242.89603
958.62982,794.57788,636.10333,456.36957,243.05682
958.63403,794.59082,636.14758,456.46359,243.21751
958.63824,794.60370,636.19177,456.55750,243.37808
958.64246,794.61658,636.23596,456.65140,243.53857
958.64661,794.62946,636.28015,456.74518,243.69891
958.65082,794.64233,636.32422,456.83890,243.85916
958.65497,794.65515,636.36823,456.93256,244.01930
958.65918,794.66791,636.41223,457.02612,244.17932
958.66333,794.68073,636.45618,457.11963,244.33926
958.66748,794.69348,636.50006,457.21304,244.49908
958.67163,794.70618,636.54395,457.30640,244.65877
958.67578,794.71887,636.58777,457.39963,244.81837
958.67993,794.73157,636.63147,457.49286,244.97787
958.68402,794.74420,636.67517,457.58594,245.13724
958.68811,794.75684,636.71887,457.67902,245.29651
958.69226,794.76941,636.76245,457.77197,245.45566
958.69635,794.78198,636.80603,457.86487,245.61472
958.70044,794.79456,636.84961,457.95770,245.77367
958.70453,794.80713,636.89307,458.05042,245.93250
958.70862,794.81958,636.93652,458.14310,246.09122
958.71265,794.83203,636.97986,458.23566,246.24985
958.71674,794.84448,637.02319,458.32819,246.40836
958.72083,794.85693,637.06653,458.42065,246.56676
958.72485,794.86938,637.10974,458.51300,246.72505
958.72888,794.88171,637.15295,458.60532,246.88324
958.73291,794.89404,637.19617,458.69751,247.04132
958.73694,794.90637,637.23926,458.78967,247.19930
958.74097,794.91870,637.28229,458.88174,247.35716
958.74500,794.93103,637.32532,458.97375,247.51491
958.74896,794.94324,637.36829,459.06567,247.67255
958.75293,794.95544,637.41125,459.15753,247.83011
958.75696,794.96765,637.45410,459.24927,247.98752
958.76093,794.97986,637.49695,459.34100,248.14485
958.76489,794.99207,637.53973,459.43262,248.30206
958.76886,795.00415,637.58252,459.52417,248.45917
958.77283,795.01630,637.62518,459.61566,248.61618
958.77673,795.02844,637.66785,459.70703,248.77307
958.78076,795.04041,637.71045,459.79837,248.92987
958.78467,795.05249,637.75305,459.88965,249.08655
958.78857,795.06445,637.79553,459.98077,249.24310
958.79248,795.07654,637.83801,460.07190,249.39957
958.79645,795.08850,637.88043,460.16293,249.55591
958.80035,795.10040,637.92285,460.25391,249.71219
958.80420,795.11230,637.96521,460.34479,249.86832
958.80817,795.12421,638.00745,460.43558,250.02435
958.81201,795.13611,638.04968,460.52634,250.18027
958.81592,795.14795,638.09192,460.61700,250.33609
958.81982,795.15973,638.13403,460.70758,250.49182
958.82367,795.17157,638.17615,460.79810,250.64743
958.82751,795.18335,638.21826,460.88852,250.80292
958.83136,795.19507,638.26025,460.97888,250.95831
958.83521,795.20679,638.30225,461.06918,251.11360
958.83905,795.21851,638.34412,461.15942,251.26877
958.84290,795.23016,638.38599,461.24957,251.42384
958.84668,795.24182,638.42786,461.33960,251.57883
958.85046,795.25342,638.46967,461.42963,251.73367
958.85431,795.26501,638.51141,461.51953,251.88843
958.85809,795.27661,638.55310,461.60941,252.04306
958.86188,795.28821,638.59473,461.69919,252.19760
958.86572,795.29968,638.63635,461.78888,252.35205
958.86945,795.31122,638.67798,461.87854,252.50638
958.87323,795.32269,638.71948,461.96808,252.66058
958.87701,795.33417,638.76099,462.05756,252.81470
958.88074,795.34558,638.80237,462.14697,252.96872
958.88452,795.35706,638.84375,462.23630,253.12260
958.88818,795.36841,638.88513,462.32556,253.27640
958.89197,795.37976,638.92639,462.41476,253.43010
958.89575,795.39111,638.96765,462.50388,253.58368
958.89941,795.40247,639.00885,462.59293,253.73715
958.90314,795.41370,639.05005,462.68192,253.89053
958.90686,795.42499,639.09119,462.77081,254.04379
958.91052,795.43622,639.13220,462.85962,254.19696
958.91425,795.44745,639.17322,462.94836,254.35001
958.91791,795.45862,639.21423,463.03705,254.50296
958.92163,795.46985,639.25513,463.12567,254.65579
958.92529,795.48096,639.29602,463.21420,254.80853
958.92896,795.49207,639.33691,463.30267,254.96117
958.93262,795.50317,639.37769,463.39105,255.11368
958.93628,795.51428,639.41846,463.47937,255.26611
958.93994,795.52533,639.45923,463.56763,255.41843
958.94354,795.53638,639.49988,463.65576,255.57065
958.94714,795.54736,639.54047,463.74390,255.72273
958.95081,795.55835,639.58105,463.83191,255.87474
958.95441,795.56934,639.62158,463.91986,256.02664
958.95801,795.58026,639.66211,464.00775,256.17841
958.96161,795.59119,639.70251,464.09555,256.33011
958.96521,795.60205,639.74292,464.18329,256.48169
958.96875,795.61292,639.78333,464.27094,256.63315
958.97235,795.62378,639.82361,464.35852,256.78452
958.97595,795.63458,639.86389,464.44604,256.93579
958.97949,795.64539,639.90405,464.53351,257.08694
