order3,order4,order5,order6,order7
958.98303,795.65613,639.94427,464.62085,257.23801
958.98657,795.66687,639.98444,464.70819,257.38895
958.99017,795.67761,640.02454,464.79541,257.53979
958.99371,795.68835,640.06458,464.88257,257.69052
958.99719,795.69897,640.10455,464.96967,257.84116
959.00073,795.70966,640.14453,465.05667,257.99170
959.00427,795.72028,640.18445,465.14359,258.14212
959.00781,795.73090,640.22430,465.23047,258.29242
959.01129,795.74146,640.26416,465.31726,258.44266
959.01477,795.75208,640.30396,465.40399,258.59277
959.01831,795.76257,640.34363,465.49066,258.74277
959.02179,795.77307,640.38336,465.57721,258.89264
959.02527,795.78357,640.42297,465.66373,259.04245
959.02869,795.79407,640.46265,465.75015,259.19214
959.03217,795.80444,640.50214,465.83655,259.34174
959.03564,795.81488,640.54169,465.92285,259.49121
959.03906,795.82532,640.58118,466.00903,259.64062
959.04254,795.83569,640.62061,466.09521,259.78989
959.04596,795.84601,640.65997,466.18127,259.93906
959.04944,795.85632,640.69934,466.26727,260.08813
959.05280,795.86664,640.73859,466.35321,260.23709
959.05621,795.87689,640.77783,466.43909,260.38596
959.05969,795.88721,640.81702,466.52487,260.53470
959.06305,795.89740,640.85620,466.61060,260.68335
959.06647,795.90759,640.89539,466.69623,260.83191
959.06982,795.91779,640.93445,466.78183,260.98035
959.07324,795.92798,640.97345,466.86734,261.12869
959.07660,795.93811,641.01245,466.95276,261.27695
959.07996,795.94824,641.05139,467.03815,261.42508
959.08331,795.95825,641.09027,467.12341,261.57312
959.08667,795.96838,641.12915,467.20865,261.72104
959.09003,795.97839,641.16797,467.29376,261.86887
959.09338,795.98840,641.20673,467.37891,262.01657
959.09668,795.99841,641.24548,467.46390,262.16418
959.09998,796.00842,641.28418,467.54883,262.31171
959.10333,796.01837,641.32281,467.63367,262.45914
959.10669,796.02832,641.36139,467.71848,262.60645
959.10999,796.03821,641.39990,467.80319,262.75363
959.11328,796.04810,641.43848,467.88788,262.90073
959.11658,796.05792,641.47693,467.97244,263.04773
959.11987,796.06775,641.51532,468.05695,263.19464
959.12317,796.07764,641.55371,468.14142,263.34143
959.12634,796.08740,641.59204,468.22577,263.48813
959.12964,796.09717,641.63037,468.31006,263.63470
959.13293,796.10693,641.66858,468.39429,263.78119
959.13617,796.11658,641.70679,468.47842,263.92755
959.13940,796.12634,641.74500,468.56250,264.07385
959.14270,796.13599,641.78308,468.64655,264.22003
959.14587,796.14563,641.82117,468.73047,264.36609
959.14917,796.15527,641.85919,468.81439,264.51208
959.15234,796.16492,641.89722,468.89816,264.65793
959.15558,796.17450,641.93512,468.98193,264.80371
959.15881,796.18408,641.97302,469.06558,264.94937
959.16199,796.19360,642.01086,469.14917,265.09494
959.16516,796.20312,642.04871,469.23270,265.24039
959.16840,796.21259,642.08643,469.31613,265.38574
959.17151,796.22205,642.12421,469.39954,265.53101
959.17468,796.23151,642.16187,469.48282,265.67615
959.17786,796.24091,642.19952,469.56610,265.82123
959.18103,796.25031,642.23712,469.64923,265.96616
959.18420,796.25970,642.27466,469.73236,266.11099
959.18738,796.26904,642.31219,469.81537,266.25574
959.19055,796.27838,642.34967,469.89832,266.40039
959.19360,796.28772,642.38708,469.98123,266.54492
959.19678,796.29700,642.42444,470.06403,266.68936
959.19989,796.30627,642.46179,470.14679,266.83371
959.20300,796.31549,642.49915,470.22949,266.97794
959.20612,796.32471,642.53638,470.31207,267.12207
959.20923,796.33386,642.57361,470.39465,267.26611
959.21234,796.34308,642.61072,470.47708,267.41003
959.21545,796.35223,642.64789,470.55951,267.55386
959.21851,796.36133,642.68494,470.64182,267.69757
959.22156,796.37048,642.72198,470.72412,267.84119
959.22467,796.37952,642.75903,470.80627,267.98474
959.22772,796.38861,642.79596,470.88843,268.12817
959.23077,796.39764,642.83289,470.97046,268.27148
959.23383,796.40668,642.86975,471.05243,268.41470
959.23694,796.41565,642.90662,471.13434,268.55783
959.23993,796.42462,642.94336,471.21619,268.70084
959.24292,796.43359,642.98010,471.29797,268.84375
959.24597,796.44250,643.01685,471.37967,268.98657
959.24902,796.45142,643.05347,471.46130,269.12927
959.25201,796.46027,643.09009,471.54285,269.27191
959.25500,796.46912,643.12665,471.62436,269.41443
959.25806,796.47797,643.16321,471.70581,269.55682
959.26105,796.48682,643.19965,471.78714,269.69913
959.26404,796.49554,643.23608,471.86844,269.84134
959.26697,796.50433,643.27252,471.94965,269.98346
959.27002,796.51306,643.30884,472.03079,270.12546
959.27295,796.52179,643.34521,472.11191,270.26736
959.27588,796.53052,643.38147,472.19287,270.40918
959.27893,796.53918,643.41766,472.27383,270.55090
959.28186,796.54785,643.45386,472.35474,270.69250
959.28479,796.55646,643.49005,472.43555,270.83398
959.28772,796.56506,643.52612,472.51627,270.97540
959.29065,796.57367,643.56219,472.59692,271.11670
959.29358,796.58221,643.59827,472.67755,271.25793
959.29651,796.59082,643.63422,472.75806,271.39902
959.29944,796.59924,643.67017,472.83853,271.54004
959.30231,796.60779,643.70605,472.91888,271.68094
959.30524,796.61621,643.74182,472.99921,271.82175
959.30811,796.62476,643.77771,473.07947,271.96243
959.31104,796.63312,643.81348,473.15967,272.10303
959.31384,796.64160,643.84918,473.23981,272.24353
959.31677,796.64990,643.88489,473.31982,272.38394
959.31964,796.65833,643.92053,473.39981,272.52426
959.32251,796.66663,643.95612,473.47974,272.66446
959.32532,796.67493,643.99170,473.55957,272.80457
959.32825,796.68329,644.02722,473.63934,272.94458
959.33105,796.69153,644.06262,473.71906,273.08447
959.33386,796.69983,644.09808,473.79871,273.22427
959.33673,796.70801,644.13348,473.87823,273.36398
959.33960,796.71619,644.16882,473.95773,273.50360
959.34241,796.72437,644.20410,474.03717,273.64310
959.34521,796.73260,644.23938,474.11655,273.78250
959.34802,796.74072,644.27466,474.19586,273.92181
959.35083,796.74884,644.30981,474.27509,274.06104
959.35364,796.75696,644.34497,474.35422,274.20013
959.35645,796.76501,644.38000,474.43332,274.33914
959.35919,796.77307,644.41504,474.51233,274.47806
959.36194,796.78113,644.45007,474.59131,274.61688
959.36475,796.78906,644.48505,474.67017,274.75558
959.36755,796.79712,644.52002,474.74896,274.89420
959.37024,796.80505,644.55487,474.82773,275.03271
959.37305,796.81299,644.58972,474.90643,275.17111
959.37573,796.82092,644.62451,474.98505,275.30945
959.37854,796.82886,644.65930,475.06360,275.44766
959.38123,796.83667,644.69403,475.14209,275.58578
959.38403,796.84460,644.72870,475.22046,275.72382
959.38672,796.85242,644.76331,475.29883,275.86172
959.38940,796.86023,644.79791,475.37708,275.99954
959.39209,796.86798,644.83252,475.45529,276.13727
959.39490,796.87573,644.86700,475.53345,276.27490
959.39758,796.88354,644.90149,475.61151,276.41241
959.40027,796.89124,644.93591,475.68951,276.54987
959.40295,796.89893,644.97028,475.76746,276.68719
959.40564,796.90662,645.00464,475.84534,276.82440
959.40833,796.91431,645.03894,475.92316,276.96155
959.41095,796.92188,645.07324,476.00085,277.09857
959.41364,796.92957,645.10742,476.07855,277.23553
959.41626,796.93713,645.14160,476.15613,277.37234
959.41895,796.94470,645.17578,476.23364,277.50909
959.42157,796.95227,645.20984,476.31113,277.64575
959.42426,796.95978,645.24390,476.38852,277.78229
959.42688,796.96729,645.27795,476.46585,277.91873
959.42950,796.97473,645.31189,476.54312,278.05508
959.43213,796.98224,645.34583,476.62030,278.19135
959.43475,796.98962,645.37976,476.69745,278.32748
959.43738,796.99707,645.41357,476.77451,278.46353
959.43994,797.00446,645.44739,476.85150,278.59949
959.44250,797.01184,645.48120,476.92844,278.73535
959.44519,797.01917,645.51489,477.00531,278.87112
959.44775,797.02655,645.54858,477.08209,279.00677
959.45032,797.03381,645.58228,477.15881,279.14233
959.45288,797.04114,645.61584,477.23547,279.27783
959.45544,797.04840,645.64941,477.31207,279.41321
959.45801,797.05566,645.68298,477.38861,279.54846
959.46057,797.06287,645.71643,477.46506,279.68365
959.46313,797.07007,645.74988,477.54144,279.81873
959.46570,797.07727,645.78333,477.61780,279.95370
959.46826,797.08441,645.81665,477.69403,280.08859
959.47076,797.09155,645.84998,477.77026,280.22339
959.47327,797.09863,645.88324,477.84637,280.35806
959.47583,797.10577,645.91650,477.92242,280.49268
959.47839,797.11279,645.94971,477.99841,280.62714
959.48083,797.11987,645.98285,478.07434,280.76154
959.48340,797.12689,646.01599,478.15021,280.89587
959.48584,797.13391,646.04907,478.22601,281.03006
959.48834,797.14093,646.08203,478.30173,281.16418
959.49084,797.14789,646.11505,478.37738,281.29819
959.49335,797.15479,646.14801,478.45300,281.43210
959.49585,797.16174,646.18091,478.52850,281.56592
959.49829,797.16864,646.21381,478.60400,281.69965
959.50073,797.17554,646.24664,478.67938,281.83325
959.50317,797.18237,646.27942,478.75470,281.96680
959.50568,797.18921,646.31219,478.82999,282.10022
959.50812,797.19604,646.34491,478.90518,282.23358
959.51056,797.20282,646.37756,478.98032,282.36679
959.51300,797.20959,646.41016,479.05536,282.49994
959.51544,797.21637,646.44281,479.13037,282.63300
959.51788,797.22308,646.47534,479.20532,282.76593
959.52026,797.22980,646.50781,479.28018,282.89880
959.52271,797.23645,646.54028,479.35498,283.03156
959.52515,797.24316,646.57275,479.42972,283.16422
959.52753,797.24976,646.60510,479.50439,283.29678
959.52991,797.25647,646.63745,479.57898,283.42926
959.53235,797.26306,646.66980,479.65356,283.56161
959.53467,797.26965,646.70203,479.72803,283.69391
959.53711,797.27618,646.73425,479.80243,283.82608
959.53943,797.28271,646.76648,479.87677,283.95816
959.54187,797.28918,646.79858,479.95105,284.09015
959.54419,797.29572,646.83069,480.02527,284.22205
959.54657,797.30225,646.86279,480.09940,284.35385
959.54895,797.30872,646.89478,480.17346,284.48553
959.55127,797.31512,646.92682,480.24750,284.61716
959.55359,797.32153,646.95874,480.32141,284.74866
959.55597,797.32788,646.99060,480.39532,284.88007
959.55829,797.33429,647.02246,480.46915,285.01141
959.56061,797.34058,647.05432,480.54291,285.14261
959.56299,797.34692,647.08612,480.61658,285.27374
959.56531,797.35327,647.11792,480.69022,285.40479
959.56763,797.35950,647.14954,480.76376,285.53574
959.56989,797.36584,647.18127,480.83722,285.66656
959.57214,797.37207,647.21289,480.91071,285.79733
959.57446,797.37830,647.24445,480.98404,285.92798
959.57678,797.38452,647.27600,481.05731,286.05853
959.57910,797.39062,647.30750,481.13055,286.18900
959.58130,797.39685,647.33899,481.20374,286.31937
959.58362,797.40295,647.37042,481.27682,286.44965
959.58588,797.40906,647.40179,481.34985,286.57983
959.58813,797.41516,647.43311,481.42285,286.70990
959.59039,797.42126,647.46448,481.49576,286.83987
959.59265,797.42731,647.49573,481.56860,286.96979
959.59485,797.43335,647.52692,481.64139,287.09958
959.59717,797.43933,647.55811,481.71408,287.22928
959.59937,797.44531,647.58923,481.78674,287.35889
959.60156,797.45129,647.62036,481.85931,287.48840
959.60382,797.45728,647.65149,481.93182,287.61783
959.60608,797.46326,647.68250,482.00427,287.74716
959.60828,797.46912,647.71350,482.07669,287.87640
959.61047,797.47504,647.74445,482.14899,288.00552
959.61267,797.48083,647.77539,482.22125,288.13455
959.61487,797.48669,647.80627,482.29346,288.26352
959.61707,797.49255,647.83704,482.36560,288.39236
959.61926,797.49835,647.86786,482.43768,288.52112
959.62140,797.50415,647.89862,482.50964,288.64981
959.62360,797.50989,647.92932,482.58160,288.77838
959.62573,797.51562,647.95996,482.65347,288.90686
959.62793,797.52136,647.99060,482.72528,289.03525
959.63013,797.52710,648.02124,482.79706,289.16351
959.63226,797.53271,648.05176,482.86871,289.29172
959.63440,797.53845,648.08228,482.94031,289.41980
959.63654,797.54407,648.11279,483.01187,289.54782
959.63867,797.54968,648.14319,483.08337,289.67575
959.64081,797.55530,648.17358,483.15482,289.80356
959.64294,797.56085,648.20398,483.22614,289.93130
959.64508,797.56641,648.23425,483.29745,290.05893
959.64722,797.57196,648.26459,483.36868,290.18646
959.64929,797.57745,648.29480,483.43988,290.31390
959.65143,797.58301,648.32501,483.51096,290.44128
959.65350,797.58844,648.35522,483.58203,290.56854
959.65564,797.59387,648.38531,483.65298,290.69571
959.65771,797.59937,648.41541,483.72388,290.82275
959.65979,797.60474,648.44543,483.79474,290.94974
959.66187,797.61017,648.47546,483.86554,291.07663
959.66394,797.61548,648.50549,483.93625,291.20343
959.66602,797.62085,648.53540,484.00690,291.33014
959.66809,797.62622,648.56531,484.07751,291.45673
959.67017,797.63147,648.59509,484.14801,291.58325
959.67224,797.63684,648.62494,484.21851,291.70966
959.67426,797.64209,648.65472,484.28894,291.83600
959.67627,797.64734,648.68445,484.35925,291.96222
959.67834,797.65259,648.71411,484.42957,292.08838
959.68036,797.65778,648.74377,484.49973,292.21442
959.68237,797.66296,648.77344,484.56989,292.34039
959.68445,797.66809,648.80298,484.63998,292.46625
959.68646,797.67328,648.83252,484.71002,292.59204
959.68848,797.67841,648.86206,484.77997,292.71768
959.69049,797.68347,648.89154,484.84988,292.84329
959.69250,797.68860,648.92096,484.91968,292.96878
959.69446,797.69366,648.95032,484.98947,293.09418
959.69647,797.69873,648.97968,485.05920,293.21948
959.69849,797.70374,649.00903,485.12881,293.34473
959.70044,797.70874,649.03827,485.19843,293.46982
959.70245,797.71375,649.06750,485.26794,293.59485
959.70441,797.71875,649.09668,485.33740,293.71982
959.70642,797.72363,649.12585,485.40680,293.84467
959.70837,797.72858,649.15503,485.47610,293.96939
959.71033,797.73352,649.18408,485.54541,294.09406
959.71228,797.73840,649.21313,485.61456,294.21863
959.71423,797.74323,649.24213,485.68372,294.34311
959.71619,797.74805,649.27112,485.75281,294.46750
959.71814,797.75293,649.30005,485.82181,294.59180
959.72003,797.75769,649.32886,485.89078,294.71600
959.72198,797.76245,649.35779,485.95966,294.84012
959.72388,797.76721,649.38660,486.02850,294.96414
959.72583,797.77197,649.41528,486.09729,295.08807
959.72772,797.77673,649.44409,486.16595,295.21191
959.72961,797.78137,649.47278,486.23462,295.33563
959.73157,797.78613,649.50146,486.30316,295.45929
959.73346,797.79077,649.53003,486.37170,295.58289
959.73535,797.79541,649.55859,486.44016,295.70633
959.73724,797.80005,649.58716,486.50854,295.82971
959.73914,797.80469,649.61572,486.57684,295.95300
959.74097,797.80920,649.64417,486.64514,296.07620
959.74286,797.81384,649.67261,486.71335,296.19931
959.74475,797.81836,649.70093,486.78149,296.32233
959.74658,797.82288,649.72937,486.84955,296.44525
959.74847,797.82739,649.75769,486.91760,296.56808
959.75037,797.83191,649.78589,486.98553,296.69083
959.75220,797.83630,649.81421,487.05344,296.81348
959.75403,797.84076,649.84241,487.12128,296.93604
959.75586,797.84521,649.87054,487.18903,297.05850
959.75769,797.84961,649.89868,487.25671,297.18088
959.75952,797.85400,649.92676,487.32437,297.30316
959.76135,797.85834,649.95483,487.39197,297.42535
959.76318,797.86267,649.98279,487.45947,297.54745
959.76501,797.86707,650.01080,487.52695,297.66946
959.76685,797.87134,650.03870,487.59436,297.79138
959.76868,797.87561,650.06665,487.66168,297.91324
959.77045,797.87988,650.09448,487.72894,298.03497
959.77222,797.88416,650.12231,487.79614,298.15662
959.77405,797.88837,650.15015,487.86331,298.27817
959.77582,797.89258,650.17786,487.93042,298.39966
959.77759,797.89673,650.20557,487.99744,298.52103
959.77942,797.90088,650.23328,488.06439,298.64233
959.78113,797.90509,650.26086,488.13132,298.76352
959.78296,797.90918,650.28845,488.19815,298.88464
959.78467,797.91333,650.31604,488.26495,299.00565
959.78650,797.91736,650.34357,488.33167,299.12659
959.78821,797.92145,650.37103,488.39832,299.24741
959.78998,797.92554,650.39850,488.46490,299.36816
959.79175,797.92957,650.42590,488.53146,299.48883
959.79346,797.93359,650.45325,488.59790,299.60941
959.79523,797.93756,650.48059,488.66431,299.72986
959.79694,797.94153,650.50793,488.73068,299.85028
959.79871,797.94543,650.53516,488.79697,299.97055
959.80042,797.94946,650.56238,488.86322,300.09076
959.80212,797.95331,650.58960,488.92938,300.21088
959.80383,797.95721,650.61670,488.99548,300.33093
959.80554,797.96106,650.64386,489.06152,300.45087
959.80725,797.96497,650.67090,489.12750,300.57071
959.80896,797.96875,650.69800,489.19342,300.69049
959.81067,797.97260,650.72498,489.25931,300.81015
959.81232,797.97638,650.75195,489.32510,300.92975
959.81403,797.98016,650.77881,489.39087,301.04922
959.81567,797.98389,650.80573,489.45654,301.16864
959.81738,797.98767,650.83258,489.52216,301.28796
959.81903,797.99139,650.85938,489.58771,301.40717
959.82068,797.99506,650.88617,489.65320,301.52631
959.82239,797.99878,650.91296,489.71866,301.64536
959.82404,798.00244,650.93958,489.78403,301.76431
959.82568,798.00604,650.96631,489.84937,301.88318
959.82739,798.00964,650.99292,489.91461,302.00195
959.82898,798.01331,651.01953,489.97980,302.12067
959.83063,798.01685,651.04608,490.04492,302.23926
959.83228,798.02039,651.07257,490.10999,302.35776
959.83386,798.02393,651.09912,490.17505,302.47620
959.83551,798.02747,651.12549,490.23999,302.59454
959.83716,798.03101,651.15192,490.30487,302.71277
959.83875,798.03448,651.17828,490.36969,302.83093
959.84039,798.03796,651.20459,490.43448,302.94901
959.84198,798.04138,651.23096,490.49918,303.06699
959.84363,798.04480,651.25720,490.56384,303.18488
959.84521,798.04822,651.28339,490.62845,303.30267
959.84680,798.05164,651.30957,490.69296,303.42041
959.84839,798.05499,651.33575,490.75745,303.53802
959.84998,798.05835,651.36182,490.82187,303.65558
959.85156,798.06165,651.38794,490.88623,303.77301
959.85315,798.06500,651.41394,490.95050,303.89038
959.85474,798.06830,651.43994,491.01474,304.00766
959.85632,798.07153,651.46594,491.07892,304.12485
959.85785,798.07483,651.49182,491.14301,304.24194
959.85938,798.07800,651.51776,491.20709,304.35895
959.86096,798.08130,651.54364,491.27106,304.47589
959.86255,798.08447,651.56946,491.33502,304.59271
959.86407,798.08765,651.59521,491.39886,304.70947
959.86560,798.09082,651.62097,491.46271,304.82611
959.86719,798.09399,651.64667,491.52643,304.94269
959.86871,798.09705,651.67236,491.59015,305.05917
959.87024,798.10022,651.69800,491.65375,305.17557
959.87177,798.10327,651.72363,491.71735,305.29187
959.87329,798.10632,651.74915,491.78085,305.40811
959.87476,798.10938,651.77472,491.84430,305.52423
959.87634,798.11243,651.80017,491.90771,305.64026
959.87781,798.11542,651.82568,491.97104,305.75623
959.87933,798.11841,651.85107,492.03433,305.87213
959.88086,798.12134,651.87646,492.09753,305.98788
959.88232,798.12427,651.90179,492.16068,306.10358
959.88379,798.12726,651.92712,492.22379,306.21918
959.88525,798.13013,651.95239,492.28683,306.33472
959.88678,798.13306,651.97766,492.34979,306.45016
959.88824,798.13593,652.00281,492.41272,306.56549
959.88977,798.13879,652.02795,492.47559,306.68076
959.89124,798.14160,652.05310,492.53839,306.79593
959.89270,798.14441,652.07825,492.60114,306.91101
959.89417,798.14722,652.10327,492.66382,307.02600
959.89563,798.15002,652.12830,492.72644,307.14093
959.89703,798.15283,652.15332,492.78900,307.25577
959.89850,798.15552,652.17822,492.85153,307.37051
959.89990,798.15826,652.20312,492.91397,307.48514
959.90137,798.16101,652.22803,492.97635,307.59973
959.90283,798.16370,652.25293,493.03870,307.71420
959.90430,798.16632,652.27771,493.10095,307.82858
959.90564,798.16901,652.30249,493.16315,307.94290
959.90710,798.17163,652.32715,493.22534,308.05713
959.90857,798.17419,652.35193,493.28741,308.17126
959.90991,798.17682,652.37659,493.34949,308.28528
959.91138,798.17944,652.40118,493.41144,308.39926
959.91278,798.18201,652.42578,493.47336,308.51312
959.91418,798.18445,652.45032,493.53522,308.62689
959.91553,798.18701,652.47485,493.59702,308.74063
959.91699,798.18951,652.49933,493.65875,308.85425
959.91833,798.19202,652.52380,493.72046,308.96774
959.91980,798.19446,652.54822,493.78210,309.08121
959.92114,798.19690,652.57257,493.84366,309.19455
959.92249,798.19934,652.59692,493.90515,309.30783
959.92389,798.20178,652.62122,493.96661,309.42102
959.92529,798.20416,652.64551,494.02802,309.53412
959.92664,798.20654,652.66974,494.08936,309.64713
959.92798,798.20886,652.69397,494.15063,309.76007
959.92932,798.21118,652.71814,494.21185,309.87289
959.93066,798.21350,652.74219,494.27301,309.98566
959.93207,798.21582,652.76636,494.33411,310.09833
959.93341,798.21808,652.79041,494.39514,310.21091
959.93475,798.22034,652.81445,494.45612,310.32343
959.93610,798.22260,652.83838,494.51709,310.43582
959.93744,798.22485,652.86230,494.57794,310.54816
959.93872,798.22705,652.88623,494.63873,310.66040
959.94006,798.22925,652.91016,494.69952,310.77255
959.94141,798.23138,652.93396,494.76019,310.88464
959.94275,798.23352,652.95782,494.82086,310.99661
959.94409,798.23566,652.98157,494.88141,311.10852
959.94537,798.23779,653.00531,494.94196,311.22034
959.94666,798.23987,653.02905,495.00244,311.33206
959.94800,798.24194,653.05273,495.06284,311.44373
959.94922,798.24402,653.07629,495.12317,311.55527
959.95056,798.24609,653.09998,495.18347,311.66675
959.95184,798.24805,653.12347,495.24371,311.77814
959.95312,798.25006,653.14697,495.30389,311.88943
959.95441,798.25208,653.17053,495.36401,312.00067
959.95569,798.25403,653.19397,495.42407,312.11179
959.95703,798.25598,653.21741,495.48407,312.22284
959.95825,798.25793,653.24078,495.54401,312.33380
959.95953,798.25983,653.26416,495.60391,312.44470
959.96082,798.26172,653.28748,495.66373,312.55551
959.96204,798.26361,653.31079,495.72351,312.66620
959.96332,798.26544,653.33398,495.78323,312.77686
959.96454,798.26727,653.35718,495.84290,312.88739
959.96582,798.26910,653.38037,495.90247,312.99786
959.96704,798.27094,653.40356,495.96204,313.10822
959.96826,798.27271,653.42664,496.02155,313.21851
959.96954,798.27448,653.44971,496.08093,313.32874
959.97076,798.27625,653.47278,496.14032,313.43884
959.97205,798.27795,653.49573,496.19968,313.54889
959.97321,798.27966,653.51874,496.25891,313.65884
959.97449,798.28137,653.54169,496.31812,313.76871
959.97571,798.28308,653.56458,496.37729,313.87851
959.97687,798.28467,653.58740,496.43634,313.98822
959.97809,798.28638,653.61029,496.49542,314.09784
959.97931,798.28796,653.63306,496.55438,314.20737
959.98047,798.28955,653.65582,496.61328,314.31683
959.98169,798.29114,653.67859,496.67218,314.42618
959.98291,798.29272,653.70129,496.73096,314.53546
959.98413,798.29431,653.72388,496.78970,314.64465
959.98523,798.29578,653.74658,496.84839,314.75378
959.98645,798.29736,653.76917,496.90704,314.86282
959.98767,798.29883,653.79169,496.96564,314.97177
959.98883,798.30029,653.81421,497.02417,315.08063
959.98999,798.30176,653.83673,497.08261,315.18942
959.99115,798.30322,653.85913,497.14102,315.29810
959.99231,798.30463,653.88159,497.19940,315.40674
959.99353,798.30603,653.90393,497.25769,315.51526
959.99463,798.30743,653.92627,497.31592,315.62372
959.99585,798.30884,653.94861,497.37411,315.73206
959.99695,798.31018,653.97095,497.43222,315.84036
959.99817,798.31152,653.99316,497.49030,315.94855
959.99927,798.31281,654.01538,497.54834,316.05670
960.00037,798.31415,654.03754,497.60626,316.16470
960.00153,798.31543,654.05969,497.66418,316.27264
960.00269,798.31665,654.08179,497.72202,316.38055
960.00378,798.31787,654.10388,497.77985,316.48831
960.00494,798.31915,654.12598,497.83755,316.59601
960.00604,798.32037,654.14795,497.89526,316.70364
960.00720,798.32153,654.16992,497.95288,316.81116
960.00830,798.32275,654.19183,498.01044,316.91864
960.00940,798.32385,654.21375,498.06793,317.02600
960.01050,798.32507,654.23560,498.12540,317.13330
960.01160,798.32617,654.25745,498.18280,317.24048
960.01270,798.32727,654.27930,498.24014,317.34763
960.01379,798.32837,654.30103,498.29742,317.45465
960.01489,798.32947,654.32275,498.35468,317.56161
960.01599,798.33044,654.34448,498.41183,317.66849
960.01709,798.33154,654.36615,498.46899,317.77530
960.01819,798.33252,654.38776,498.52603,317.88202
960.01923,798.33356,654.40936,498.58307,317.98865
960.02032,798.33453,654.43091,498.63998,318.09518
960.02136,798.33545,654.45251,498.69690,318.20166
960.02246,798.33643,654.47400,498.75375,318.30804
960.02356,798.33740,654.49542,498.81055,318.41434
960.02460,798.33826,654.51685,498.86728,318.52057
960.02563,798.33923,654.53827,498.92395,318.62671
960.02673,798.34009,654.55963,498.98056,318.73276
960.02777,798.34094,654.58093,499.03711,318.83875
960.02881,798.34180,654.60223,499.09363,318.94461
960.02991,798.34259,654.62354,499.15009,319.05042
960.03088,798.34338,654.64478,499.20648,319.15616
960.03198,798.34424,654.66589,499.26282,319.26178
960.03296,798.34497,654.68707,499.31915,319.36737
960.03400,798.34570,654.70825,499.37537,319.47284
960.03503,798.34644,654.72931,499.43155,319.57825
960.03607,798.34717,654.75037,499.48767,319.68359
960.03711,798.34790,654.77136,499.54376,319.78882
960.03809,798.34863,654.79236,499.59973,319.89398
960.03912,798.34924,654.81335,499.65573,319.99905
960.04016,798.34991,654.83429,499.71161,320.10406
960.04114,798.35059,654.85522,499.76749,320.20898
960.04211,798.35120,654.87604,499.82324,320.31378
960.04315,798.35175,654.89685,499.87903,320.41855
960.04419,798.35236,654.91766,499.93469,320.52322
960.04517,798.35291,654.93842,499.99033,320.62781
960.04614,798.35345,654.95917,500.04590,320.73233
960.04712,798.35400,654.97986,500.10144,320.83676
960.04810,798.35449,655.00049,500.15692,320.94110
960.04907,798.35498,655.02112,500.21231,321.04538
960.05005,798.35547,655.04175,500.26770,321.14957
960.05103,798.35596,655.06226,500.32297,321.25366
960.05200,798.35645,655.08282,500.37823,321.35767
960.05298,798.35681,655.10333,500.43341,321.46161
960.05396,798.35730,655.12378,500.48856,321.56549
960.05493,798.35767,655.14417,500.54364,321.66925
960.05591,798.35803,655.16455,500.59866,321.77298
960.05688,798.35840,655.18494,500.65369,321.87659
960.05780,798.35870,655.20532,500.70856,321.98016
960.05872,798.35901,655.22559,500.76346,322.08362
960.05969,798.35938,655.24585,500.81824,322.18698
960.06067,798.35968,655.26611,500.87302,322.29028
960.06152,798.35992,655.28625,500.92773,322.39349
960.06250,798.36023,655.30646,500.98236,322.49664
960.06348,798.36041,655.32654,501.03699,322.59970
960.06439,798.36066,655.34668,501.09149,322.70270
960.06531,798.36084,655.36676,501.14603,322.80560
960.06622,798.36108,655.38678,501.20044,322.90839
960.06714,798.36121,655.40674,501.25482,323.01114
960.06805,798.36139,655.42676,501.30917,323.11383
960.06897,798.36157,655.44666,501.36340,323.21640
960.06989,798.36163,655.46655,501.41766,323.31891
960.07080,798.36176,655.48645,501.47186,323.42133
960.07166,798.36182,655.50629,501.52594,323.52365
960.07263,798.36194,655.52612,501.58002,323.62592
960.07349,798.36194,655.54590,501.63403,323.72809
960.07440,798.36200,655.56561,501.68796,323.83020
960.07532,798.36206,655.58533,501.74188,323.93225
960.07617,798.36206,655.60498,501.79572,324.03418
960.07703,798.36206,655.62463,501.84949,324.13605
960.07800,798.36200,655.64429,501.90326,324.23782
960.07886,798.36194,655.66382,501.95691,324.33954
960.07971,798.36188,655.68335,502.01056,324.44116
960.08057,798.36182,655.70288,502.06415,324.54272
960.08142,798.36169,655.72235,502.11765,324.64417
960.08234,798.36157,655.74182,502.17114,324.74557
960.08319,798.36145,655.76123,502.22455,324.84686
960.08405,798.36133,655.78064,502.27789,324.94812
960.08496,798.36121,655.79993,502.33124,325.04926
960.08582,798.36096,655.81921,502.38446,325.15033
960.08667,798.36084,655.83856,502.43768,325.25134
960.08746,798.36060,655.85779,502.49084,325.35223
960.08832,798.36035,655.87701,502.54395,325.45306
960.08917,798.36011,655.89624,502.59698,325.55383
960.08997,798.35986,655.91541,502.64996,325.65451
960.09082,798.35956,655.93451,502.70294,325.75513
960.09167,798.35925,655.95361,502.75580,325.85565
960.09253,798.35901,655.97266,502.80862,325.95605
960.09338,798.35864,655.99170,502.86142,326.05646
960.09418,798.35828,656.01062,502.91412,326.15674
960.09497,798.35791,656.02966,502.96683,326.25696
960.09583,798.35754,656.04858,503.01947,326.35706
960.09662,798.35718,656.06744,503.07202,326.45715
960.09741,798.35675,656.08630,503.12451,326.55710
