oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
334215200022630,56530690,2458319.8126781030,58319.3069097,14.355167,0.01987825,0,zr,282.4644445,-13.676182500000000,0.80500001,-0.0719999969,20180720306910,334,15,2,19.9599991,26.190123,0.023675008,0.08607160,1.02409576E-05,30.0,1.60699999,3
334215200022630,56530737,2458319.8131410913,58319.3073727,14.383578,0.01986385,0,zr,282.4644506,-13.676188000000000,0.79900002,-0.0179999992,20180720307361,334,15,2,19.8899994,26.163637,0.021386499,0.09169854,8.45537033E-06,30.0,1.60800004,3
334215200022630,56530782,2458319.8135924796,58319.3078241,14.365129,0.01987313,0,zr,282.4644498,-13.676186400000000,0.75500000,-0.0199999996,20180720307812,334,15,2,19.8700008,26.164122,0.021544371,0.09567055,8.70743861E-06,30.0,1.60899997,3
334215200022630,56530827,2458319.8140438680,58319.3082755,14.370915,0.01987019,0,zr,282.4644370,-13.676182900000000,0.90600002,-0.0289999992,20180720308275,334,15,2,19.9400005,26.175943,0.022141472,0.09209052,9.03389173E-06,30.0,1.61000001,3
334215200022630,56530873,2458319.8145067560,58319.3087384,14.381926,0.01986467,0,zr,282.4644497,-13.676177300000000,0.30599999,0.0020000001,20180720308727,334,15,2,20.0699997,26.174994,0.021695429,0.08909282,8.68690222E-06,30.0,1.61000001,3
334215200022630,56530918,2458319.8149581450,58319.3091898,14.352872,0.01987944,0,zr,282.4644511,-13.676187100000000,0.64999998,-0.0299999993,20180720309190,334,15,2,20.0000000,26.175835,0.020973716,0.09153944,8.15293515E-06,30.0,1.61099994,3
334215200022630,56530965,2458319.8154211330,58319.3096528,14.388667,0.01986133,0,zr,282.4644479,-13.676196100000000,0.64200002,-0.0099999998,20180720309641,334,15,2,19.8199997,26.163759,0.022092648,0.09410756,9.00694795E-06,30.0,1.61199999,3
334215200022630,56531010,2458319.8158725210,58319.3101042,14.384518,0.01986338,0,zr,282.4644488,-13.676184100000000,0.90200001,-0.0469999984,20180720310104,334,15,2,20.0400009,26.178595,0.020994542,0.08954144,8.11368045E-06,30.0,1.61300004,3
334215200022630,56531055,2458319.8163239094,58319.3105556,14.375840,0.01986771,0,zr,282.4644486,-13.676188600000000,0.70800000,0.0030000000,20180720310556,334,15,2,19.9799995,26.165867,0.020466186,0.09084182,7.77851801E-06,30.0,1.61399996,3
334215200022630,56531101,2458319.8167867977,58319.3110185,14.385050,0.01986312,0,zr,282.4644609,-13.676179100000000,1.03499997,-0.0340000018,20180720311007,334,15,2,19.9799995,26.176109,0.020663805,0.08579590,7.90800459E-06,30.0,1.61500001,3
334215200022630,56531146,2458319.8172381860,58319.3114699,14.358340,0.01987661,0,zr,282.4644503,-13.676186700000000,0.89899999,-0.0480000004,20180720311470,334,15,2,19.9699993,26.168303,0.022030409,0.09723383,8.89199782E-06,30.0,1.61600006,3
334215200022630,56531193,2458319.8177011740,58319.3119329,14.395396,0.01985804,0,zr,282.4644478,-13.676188200000000,1.14400005,-0.0540000014,20180720311921,334,15,2,20.1100006,26.186493,0.021532359,0.08024249,8.56226143E-06,30.0,1.61699998,3
334215200022630,56531238,2458319.8181525627,58319.3123843,14.389120,0.01986111,0,zr,282.4644470,-13.676190300000000,0.60600001,-0.0340000018,20180720312384,334,15,2,20.0900002,26.165194,0.019722123,0.08788847,7.13906002E-06,30.0,1.61800003,3
334215200022630,56531284,2458319.8186154505,58319.3128472,14.394678,0.01985839,0,zr,282.4644459,-13.676182900000000,0.70300001,-0.0340000018,20180720312836,334,15,2,20.0300007,26.172792,0.022253059,0.08565235,9.11783809E-06,30.0,1.61899996,3
334215200022630,56531329,2458319.8190668393,58319.3132986,14.394719,0.01985837,0,zr,282.4644583,-13.676185600000000,0.45199999,-0.0140000004,20180720313299,334,15,2,19.8600006,26.173813,0.022349728,0.08986271,9.26675330E-06,30.0,1.62000000,3
