oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
769202300030164,46449098,2458218.9883092917,58218.490983800000,16.5987167,0.0147300847,0,zr,322.7217789,44.340683600000000,0.910000026,-0.0689999983,20180410490984,769,2,3,20.6100006,26.0926514,0.0122036589,0.0836097002,3.04767104E-06,30.0,1.51999998,1
769202300030164,46451736,2458219.0146874017,58218.517361100000,16.5991402,0.0147320461,32768,zr,322.7217662,44.340683600000000,0.688000023,0.0500000007,20180410517350,769,2,3,19.7500000,25.6779976,0.0255986191,0.0882380530,1.32660061E-05,30.0,1.35699999,1
769202300030164,46548804,2458219.9853996956,58219.488044000000,16.5753250,0.0146227991,0,zr,322.7218040,44.340698700000000,1.174999952,-0.0280000009,20180411488032,769,2,3,20.1399994,26.0173264,0.0152263604,0.0861821473,4.68029111E-06,30.0,1.52199996,1
769202300030164,46550871,2458220.0060716486,58219.508715300000,16.5561180,0.0145363575,0,zr,322.7217851,44.340697400000000,0.779999971,-0.0120000001,20180411508657,769,2,3,19.5900002,25.6280098,0.0249619652,0.0950091109,1.25401239E-05,30.0,1.38900006,1
769202300030164,47647010,2458230.9678450770,58230.470104200000,16.5676498,0.0145880766,32768,zr,322.7218156,44.340673100000000,1.018000007,-0.0379999988,20180422470104,769,2,3,19.6700001,25.4420033,0.0336003490,0.0729558468,2.34252620E-05,30.0,1.44000006,1
769202300030164,49047107,2458244.9694294496,58244.471076400000,16.5548134,0.0145305358,0,zr,322.7217938,44.340696600000000,0.884000003,-0.0529999994,20180506471030,769,2,3,20.4799995,26.2180214,0.0151217626,0.0910243690,4.64229379E-06,30.0,1.24399996,1
769202300030164,49244756,2458246.9460180020,58246.447569400000,16.6109428,0.0147870546,0,zr,322.7217839,44.340702300000000,2.180000067,0.0379999988,20180508447535,769,2,3,20.5499992,26.2354259,0.0208769646,0.0981399119,8.78983792E-06,30.0,1.32299995,1
769202300030164,49346696,2458247.9654662770,58247.466967600000,16.5697479,0.0145975435,0,zr,322.7217950,44.340684100000000,1.648000002,0.0010000000,20180509466956,769,2,3,21.1100006,26.2473965,0.0165112056,0.0837909803,5.63005005E-06,30.0,1.22899997,1
769202300030164,49543050,2458249.9291057903,58249.430509300000,16.6021957,0.0147462301,0,zr,322.7217861,44.340771200000000,0.425000012,-0.0140000004,20180511430486,769,2,3,19.3400002,25.7813473,0.0252356157,0.1074069142,1.29130040E-05,30.0,1.36800003,1
769202300030164,49546604,2458249.9646400125,58249.466041700000,16.5792961,0.0146408547,0,zr,322.7216582,44.340705900000000,1.616999984,0.0520000011,20180511465972,769,2,3,19.7299995,26.2552834,0.0253871232,0.1034206003,1.32237265E-05,30.0,1.21300006,1
